date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,day_of_week,is_weekend,day_of_month,month,price_diff,price_ratio,unit_margin,unit_margin_pct,dish_lag_1,dish_rolling_mean_3,dish_rolling_mean_7,ingredient_count
2024-01-01,1,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.8,6.72,409,0,0,Sunny,0,0,1,1,1.92,1.4,4.72,0.7023809523809523,250.0,99.375,102.83333333333333,4
2024-01-01,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.1,9.71,347,0,0,Rainy,0,0,1,1,4.610000000000001,1.9039215686274513,6.910000000000001,0.7116374871266736,430.5,211.25000000000009,311.3055555555556,4
2024-01-01,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.9,1.81,847,1,0,Sunny,0,0,1,1,-0.08999999999999986,0.9526315789473685,1.01,0.5580110497237569,416.0,406.0000000000001,329.4777777777778,5
2024-01-01,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.58,27.2,176,0,0,Cloudy,0,0,1,1,9.620000000000001,1.547212741751991,20.2,0.7426470588235294,113.5,47.83333333333343,89.6111111111111,5
2024-01-01,3,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.89,5.14,714,0,0,Sunny,0,0,1,1,0.25,1.0511247443762781,3.9399999999999995,0.7665369649805447,338.0,235.75,242.125,3
2024-01-01,3,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.64,36.95,237,0,0,Rainy,0,0,1,1,2.3100000000000023,1.0666859122401848,27.950000000000003,0.7564276048714479,119.5,372.91666666666686,431.2777777777778,5
2024-01-01,5,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.68,19.43,73,0,1,Cloudy,0,0,1,1,6.75,1.5323343848580442,15.93,0.8198661863098301,73.0,168.00000000000006,148.58333333333334,5
2024-01-01,7,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,26.64,60.46,105,0,0,Sunny,0,0,1,1,33.82,2.2695195195195197,51.46,0.8511412504134965,119.5,372.91666666666686,431.2777777777778,5
2024-01-01,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.59,12.48,361,0,0,Sunny,0,0,1,1,1.8900000000000006,1.1784702549575072,7.98,0.639423076923077,184.0,362.25,415.6944444444444,6
2024-01-01,17,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.39,5.36,278,0,0,Cloudy,0,0,1,1,-0.02999999999999936,0.9944341372912803,3.3600000000000003,0.6268656716417911,250.0,99.375,102.83333333333333,4
2024-01-01,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.04,2.48,503,0,0,Sunny,0,0,1,1,0.43999999999999995,1.2156862745098038,1.68,0.6774193548387096,416.0,406.0000000000001,329.4777777777778,5
2024-01-01,23,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,49.42,80.15,36,0,0,Rainy,0,0,1,1,30.730000000000004,1.6218130311614731,71.15,0.8877105427323768,114.0,114.0,114.0,6
2024-01-01,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.68,14.6,410,1,0,Cloudy,0,0,1,1,-1.08,0.9311224489795918,7.6,0.5205479452054794,113.5,47.83333333333343,89.6111111111111,5
2024-01-01,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.92,16.75,315,0,0,Sunny,0,0,1,1,4.83,1.4052013422818792,14.25,0.8507462686567164,350.0,32.00000000000006,60.25,6
2024-01-01,29,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,11.05,16.9,236,0,0,Cloudy,0,0,1,1,5.849999999999998,1.529411764705882,11.899999999999999,0.7041420118343195,169.5,189.0,228.96666666666667,6
2024-01-01,29,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.19,12.15,344,0,0,Cloudy,0,0,1,1,2.960000000000001,1.32208922742111,8.15,0.6707818930041153,239.0,201.375,168.9027777777778,6
2024-01-01,30,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.67,3.45,649,1,0,Sunny,0,0,1,1,-1.2199999999999998,0.7387580299785867,2.25,0.6521739130434783,338.0,235.75,242.125,3
2024-01-01,30,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.23,3.54,412,0,0,Cloudy,0,0,1,1,0.31000000000000005,1.0959752321981424,2.64,0.7457627118644068,515.0,84.00000000000009,114.125,3
2024-01-01,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,40.3,55.54,262,0,0,Rainy,0,0,1,1,15.240000000000002,1.3781637717121589,46.54,0.8379546272956427,119.5,372.91666666666686,431.2777777777778,5
2024-01-01,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.44,8.18,625,0,0,Sunny,0,0,1,1,2.7399999999999993,1.503676470588235,5.38,0.6577017114914425,430.5,211.25000000000009,311.3055555555556,4
2024-01-01,41,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,31.79,49.14,76,0,0,Cloudy,0,0,1,1,17.35,1.5457691097829507,40.14,0.8168498168498168,119.5,372.91666666666686,431.2777777777778,5
2024-01-01,42,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,40.64,56.82,143,0,0,Sunny,0,0,1,1,16.18,1.3981299212598426,47.82,0.8416050686378036,119.5,372.91666666666686,431.2777777777778,5
2024-01-01,46,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.2,39.31,270,0,0,Cloudy,0,0,1,1,11.110000000000003,1.3939716312056738,31.310000000000002,0.7964894428898499,158.0,381.5,253.66666666666666,4
2024-01-01,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.38,8.2,651,0,0,Rainy,0,0,1,1,0.8199999999999994,1.111111111111111,5.3999999999999995,0.6585365853658537,430.5,211.25000000000009,311.3055555555556,4
2024-01-02,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.13,1.6,524,1,1,Cloudy,1,0,2,1,-0.5299999999999998,0.7511737089201879,0.8,0.5,675.0,571.0000000000001,372.64444444444445,5
2024-01-02,3,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,28.43,23.57,236,1,0,Cloudy,1,0,2,1,-4.859999999999999,0.8290538163911362,15.57,0.6605854900296988,270.0,306.0,255.5,4
2024-01-02,3,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.49,20.13,20,0,0,Sunny,1,0,2,1,7.639999999999999,1.6116893514811848,16.63,0.8261301539990065,73.0,82.00000000000006,140.83333333333334,5
2024-01-02,3,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,33.81,41.11,12,0,0,Sunny,1,0,2,1,7.299999999999997,1.2159124519372966,32.11,0.7810751641936269,164.6,270.5500000000001,348.5444444444445,5
2024-01-02,5,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.08,10.74,120,0,0,Sunny,1,0,2,1,3.66,1.5169491525423728,8.74,0.813780260707635,343.5,238.375,131.08333333333334,4
2024-01-02,6,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,36.95,71.87,94,0,0,Sunny,1,0,2,1,34.92,1.945060893098782,63.870000000000005,0.8886879087240852,270.0,306.0,255.5,4
2024-01-02,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.08,29.28,30,0,0,Sunny,1,0,2,1,14.200000000000001,1.9416445623342176,25.78,0.880464480874317,73.0,82.00000000000006,140.83333333333334,5
2024-01-02,8,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.52,20.21,88,0,0,Rainy,1,0,2,1,9.690000000000001,1.9211026615969584,16.71,0.8268184067293419,73.0,82.00000000000006,140.83333333333334,5
2024-01-02,10,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,36.42,60.28,241,0,0,Rainy,1,0,2,1,23.86,1.655134541460736,51.28,0.8506967485069675,36.0,36.0,36.0,6
2024-01-02,11,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.18,2.46,385,0,0,Cloudy,1,0,2,1,0.2799999999999998,1.128440366972477,1.56,0.6341463414634146,412.0,224.00000000000009,169.29166666666666,3
2024-01-02,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.55,7.91,350,0,0,Sunny,1,0,2,1,2.3600000000000003,1.4252252252252253,5.41,0.683944374209861,315.0,164.50000000000006,99.66666666666667,6
2024-01-02,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.1,8.55,259,0,0,Cloudy,1,0,2,1,2.450000000000001,1.4016393442622952,6.050000000000001,0.7076023391812866,315.0,164.50000000000006,99.66666666666667,6
2024-01-02,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.57,9.57,416,0,0,Cloudy,1,0,2,1,3.0,1.45662100456621,6.7700000000000005,0.7074190177638454,541.0,353.5000000000001,326.80555555555554,4
2024-01-02,15,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.61,7.35,186,0,0,Rainy,1,0,2,1,3.7399999999999998,2.03601108033241,5.35,0.7278911564625851,343.5,238.375,131.08333333333334,4
2024-01-02,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,2.09,2.06,711,1,0,Sunny,1,0,2,1,-0.029999999999999805,0.9856459330143542,1.26,0.6116504854368932,675.0,571.0000000000001,372.64444444444445,5
2024-01-02,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.88,2.2,301,0,0,Sunny,1,0,2,1,0.3200000000000003,1.170212765957447,1.4000000000000001,0.6363636363636364,675.0,571.0000000000001,372.64444444444445,5
2024-01-02,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.63,11.9,294,0,0,Sunny,1,0,2,1,4.2700000000000005,1.5596330275229358,9.100000000000001,0.7647058823529412,541.0,353.5000000000001,326.80555555555554,4
2024-01-02,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.51,12.94,389,0,0,Cloudy,1,0,2,1,3.4299999999999997,1.3606729758149316,10.14,0.7836166924265843,541.0,353.5000000000001,326.80555555555554,4
2024-01-02,20,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.45,11.22,172,0,0,Rainy,1,0,2,1,5.7700000000000005,2.0587155963302752,9.22,0.82174688057041,343.5,238.375,131.08333333333334,4
2024-01-02,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.48,31.53,0,0,0,Sunny,1,0,2,1,14.05,1.8037757437070938,24.53,0.7779892166190929,293.0,174.00000000000009,118.77777777777777,5
2024-01-02,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.36,13.38,318,1,0,Sunny,1,0,2,1,-3.9799999999999986,0.7707373271889402,6.380000000000001,0.476831091180867,293.0,174.00000000000009,118.77777777777777,5
2024-01-02,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.84,20.42,73,0,0,Sunny,1,0,2,1,9.580000000000002,1.8837638376383765,15.920000000000002,0.7796278158667973,361.0,338.75000000000006,397.02777777777777,6
2024-01-02,33,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.43,17.73,59,0,0,Cloudy,1,0,2,1,4.300000000000001,1.3201787043931497,14.23,0.8025944726452341,73.0,82.00000000000006,140.83333333333334,5
2024-01-02,33,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.81,3.16,385,0,0,Cloudy,1,0,2,1,0.3500000000000001,1.1245551601423487,2.2600000000000002,0.7151898734177216,412.0,224.00000000000009,169.29166666666666,3
2024-01-02,39,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.02,47.06,143,0,0,Cloudy,1,0,2,1,25.040000000000003,2.1371480472297915,39.06,0.8300042498937527,270.0,306.0,255.5,4
2024-01-02,40,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,22.08,33.39,1,0,0,Sunny,1,0,2,1,11.310000000000002,1.5122282608695654,24.39,0.7304582210242587,36.0,36.0,36.0,6
2024-01-02,41,Cafe,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.33,4.87,357,0,0,Sunny,1,0,2,1,0.54,1.1247113163972287,3.67,0.7535934291581109,681.5,434.25,322.7083333333333,3
2024-01-02,42,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,51.38,66.88,126,0,0,Cloudy,1,0,2,1,15.499999999999993,1.3016738030362007,57.879999999999995,0.8654306220095693,36.0,36.0,36.0,6
2024-01-02,42,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.47,10.89,238,1,0,Sunny,1,0,2,1,-2.58,0.8084632516703786,8.39,0.7704315886134068,315.0,164.50000000000006,99.66666666666667,6
2024-01-02,44,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.23,5.63,353,0,0,Cloudy,1,0,2,1,0.39999999999999947,1.0764818355640535,3.63,0.6447602131438721,343.5,238.375,131.08333333333334,4
2024-01-02,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.7,9.24,356,0,0,Rainy,1,0,2,1,3.54,1.6210526315789473,6.44,0.696969696969697,541.0,353.5000000000001,326.80555555555554,4
2024-01-02,47,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.81,7.02,190,0,0,Sunny,1,0,2,1,2.21,1.4594594594594594,5.02,0.715099715099715,343.5,238.375,131.08333333333334,4
2024-01-02,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.7,6.77,220,0,0,Cloudy,1,0,2,1,1.0699999999999994,1.187719298245614,4.77,0.7045790251107829,343.5,238.375,131.08333333333334,4
2024-01-02,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.26,26.91,0,0,0,Cloudy,1,0,2,1,11.65,1.7634338138925296,19.91,0.7398736529171311,293.0,174.00000000000009,118.77777777777777,5
2024-01-03,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.14,22.46,210,0,0,Sunny,2,0,3,1,7.32,1.4834874504623514,18.96,0.8441674087266251,49.25,61.12500000000006,143.20833333333334,5
